,WMO,FAA,Station_Name,Continent,ICAO,RAOB STATION NAME,ST,CO,EL,  LAT,N, LONG,E
252,12843,,Budapest/Lorinc,Europe,,BUDAPEST/LORINC,,HU,139,47.43,N,19.18,E
253,12982,LHUD,Szeged ,Europe,LHUD,SZEGED (AUT),,HU,83,46.25,N,20.1,E
254,13275,,Beograd/Kosutnjak,Europe,,BEOGRAD KOSUTNJAK,,YG,203,44.77,N,20.42,E
255,13388,LYNI,Nis ,Europe,LYBM,NIS,,YG,203,43.33,N,21.9,E
256,14240,LDDD,Zagreb/Maksimir ,Europe,LDDD,ZAGREB/MAKSIMIR,,RH,123,45.82,N,16.03,E
257,15420,LRBS,Bucuresti Inmh-Banesa ,Europe,LRBS,BUCHAREST/BANEASA,,RO,91,44.48,N,26.18,E
258,15614,LBSF,Sofia (Observ) ,Europe,LBSF,SOFIA (OBSERVATORY,,BU,595,42.65,N,23.38,E
259,16045,LIPI,Rivolto ,Europe,LIPI,RIVOLTO AFB,,IY,53,45.98,N,13.03,E
260,16144,,S Pietro Capofiume,Europe,,S. PIETRO CAPOFIUM,,IY,38,44.65,N,11.62,E
261,16245,LIRE,Pratica Di Mare ,Europe,LIRE,PRATICA DI MARE(AB,,IY,12,41.65,N,12.43,E
262,16429,LICT,Trapani/Birgi ,Europe,LICT,TRAPANI/BIRGI (AFB,,IY,7,37.92,N,12.5,E
263,16546,LIED,Decimomannu ,Europe,LIED,DECIMOMANNU,,IY,30,39.35,N,8.97,E
264,16716,LGAT,Athinai (Airport) ,Europe,LGAT,ATHENS/HELLENKION,,GR,15,37.9,N,23.73,E
265,17030,,Samsun,Europe,,SAMSUN CITY,,TU,4,41.28,N,36.33,E
266,17064,,Istanbul/Kartal,Europe,,ISTANBUL/KARTAL,,TU,18,40.9,N,29.15,E
267,17196,LTAU,Kayseri ,Europe,LTAM,KAISERI CITY,,TU,1043,38.72,N,35.5,E
268,17220,,Izmir/Guzelyali,Europe,,IZMIR,,TU,29,38.43,N,27.17,E
269,17240,LTBM,Isparta ,Europe,LTBM,ISPARTA,,TU,997,37.75,N,30.55,E
270,17351,,Adana/Bolge,Europe,,ADANA/BOLGE,,TU,28,36.98,N,35.35,E
271,22820,,"Petrozavodsk, LE",Europe,,PETROZAVODSK,LE,RS,112,61.82,N,34.27,E
272,22845,,"Kargopol, AR",Europe,,KARGOPOL',AR,RS,121,61.5,N,38.93,E
273,26075,ULLI,"St.Petersburg(Voejkovo), St.Petersburg(Voejkovo), LE ",Europe,,ST. PETERSBURG,LE,RS,72,59.95,N,30.7,E
274,26298,,"Bologoe, LE",Europe,,BOLOGOE,LE,RS,178,57.9,N,34.05,E
275,26477,ULOL,"Velikie Luki, LE ",Europe,ULOL,VELIKIE LUKI,LE,RS,98,56.38,N,30.6,E
276,26781,,"Smolensk, MI",Europe,,SMOLENSK,MI,RS,241,54.75,N,32.07,E
277,27038,ULWW,"Vologda, AR ",Europe,,VOLOGDA,AR,RS,130,59.32,N,39.93,E
278,27199,,"Kirov, MS",Europe,,KIROV,MS,RS,158,58.6,N,49.63,E
279,27459,,"Niznij Novgorod, MS",Europe,,NIZNIJ NOVGOROD,MS,RS,157,56.27,N,44.0,E
280,27594,,"Kazan (Vyzaovye), MS",Europe,,KAZAN',,RS,127,55.82,N,48.52,E
281,27713,,"Moskva (Dolgoprudnyj), MS",Europe,UUDD,MOSCOW POLGOPRUDNY,MS,RS,179,55.4,N,37.9,E
282,27707,,"Suhinici, MS",Europe,,SUHINICI,MS,RS,239,54.12,N,35.33,E
283,27730,,"Rjazan, MS",Europe,,RJAZAN',MS,RS,158,54.63,N,39.7,E
284,27962,UWPP,"Penza, MS ",Europe,UWPP,PENZA,MS,RS,174,53.13,N,45.02,E
285,27995,,"Samara (Bezencuk), MS",Europe,,BEZENCUKSKAJA,MS,RS,45,52.98,N,49.43,E
286,34009,,"Kursk, MS",Europe,,KURSK,MS,RS,247,51.77,N,36.17,E
287,34122,UUOO,"Voronez, MS ",Europe,UUOO,VORONEZ,MS,RS,154,51.7,N,39.17,E
288,34172,,"Saratov, MS",Europe,UWSS,SARATOV,MS,RS,156,51.57,N,46.03,E
289,34247,,"Kalac, MS",Europe,,KALAC,MS,RS,93,50.42,N,41.05,E
290,34467,URWW,"Volgograd, TB ",Europe,,VOLOGRAD,TB,RS,141,48.78,N,44.33,E
291,34731,URRR,"Rostov-Na-Donu, TB ",Europe,URRR,ROSTOV-NA-DONU,TB,RS,77,47.25,N,39.82,E
292,37011,,"Tuapse, TB",Europe,,TUAPSE,TB,RS,52,44.1,N,39.03,E
293,12374,,Legionowo,Middle_East,,LEGIONOWO,,PL,96,52.4,N,20.97,E
294,13388,LYNI,Nis ,Middle_East,LYBM,NIS,,YG,203,43.33,N,21.9,E
295,15420,LRBS,Bucuresti Inmh-Banesa ,Middle_East,LRBS,BUCHAREST/BANEASA,,RO,91,44.48,N,26.18,E
296,15614,LBSF,Sofia (Observ) ,Middle_East,LBSF,SOFIA (OBSERVATORY,,BU,595,42.65,N,23.38,E
297,16716,LGAT,Athinai (Airport) ,Middle_East,LGAT,ATHENS/HELLENKION,,GR,15,37.9,N,23.73,E
298,17030,,Samsun,Middle_East,,SAMSUN CITY,,TU,4,41.28,N,36.33,E
299,17064,,Istanbul/Kartal,Middle_East,,ISTANBUL/KARTAL,,TU,18,40.9,N,29.15,E
300,17095,ERZM,Erzurum ,Middle_East,,ERZURUM BOLGE,,TU,1869,39.9,N,41.28,E
301,17196,LTAU,Kayseri ,Middle_East,LTAM,KAISERI CITY,,TU,1043,38.72,N,35.5,E
302,17220,,Izmir/Guzelyali,Middle_East,,IZMIR,,TU,29,38.43,N,27.17,E
303,17240,LTBM,Isparta ,Middle_East,LTBM,ISPARTA,,TU,997,37.75,N,30.55,E
304,17351,,Adana/Bolge,Middle_East,,ADANA/BOLGE,,TU,28,36.98,N,35.35,E
305,27962,UWPP,"Penza, MS ",Middle_East,UWPP,PENZA,MS,RS,174,53.13,N,45.02,E
306,27995,,"Samara (Bezencuk), MS",Middle_East,,BEZENCUKSKAJA,MS,RS,45,52.98,N,49.43,E
307,28951,,"Kostanai, AK",Middle_East,,KOSTANAI,AL,RA,171,53.23,N,63.62,E
308,34009,,"Kursk, MS",Middle_East,,KURSK,MS,RS,247,51.77,N,36.17,E
309,34122,UUOO,"Voronez, MS ",Middle_East,UUOO,VORONEZ,MS,RS,154,51.7,N,39.17,E
310,34172,,"Saratov, MS",Middle_East,UWSS,SARATOV,MS,RS,156,51.57,N,46.03,E
311,34247,,"Kalac, MS",Middle_East,,KALAC,MS,RS,93,50.42,N,41.05,E
312,34467,URWW,"Volgograd, TB ",Middle_East,,VOLOGRAD,TB,RS,141,48.78,N,44.33,E
313,34731,URRR,"Rostov-Na-Donu, TB ",Middle_East,URRR,ROSTOV-NA-DONU,TB,RS,77,47.25,N,39.82,E
314,34858,,"Divnoe, TB",Middle_East,,DIVNOE,TB,RS,77,46.92,N,45.35,E
315,34882,,"Astrakhan, TB",Middle_East,,ASTRAHAN',TB,RS,-17,46.28,N,47.98,E
316,35121,,"Orenburg, AL",Middle_East,UWOO,ORENBURG,AL,RA,109,51.78,N,55.22,E
317,35229,UATT,"Aktjubinsk, AL ",Middle_East,UATT,AKTJUBINSK,AL,RA,227,50.3,N,57.23,E
318,35700,,"Atyran, AL",Middle_East,,GUR'EV,AL,RA,-15,47.02,N,51.85,E
319,37011,,"Tuapse, TB",Middle_East,,TUAPSE,TB,RS,52,44.1,N,39.03,E
320,37259,,Mahachkala,Middle_East,,MAHACHKALA,TB,RS,19,43.02,N,47.48,E
321,40179,,Bet Dagan,Middle_East,,BET DAGAN,,IS,30,32.0,N,34.82,E
322,40373,OEPA,Al-Qaisumah ,Middle_East,OEPA,HAFR AL-BATIN ARPT,,SD,355,28.33,N,46.12,E
323,40394,OEHL,Hail ,Middle_East,OEHL,HAIL,,SD,1013,27.52,N,41.73,E
324,40417,OEDF,K.F.I.A.-Dammam ,Middle_East,OEDF,KING FAHAD INTERNA,,SD,12,26.45,N,49.82,E
325,40430,OEMA,Al-Madinah ,Middle_East,OEMA,MADINAH INTL ARPT,,SD,631,24.55,N,39.72,E
326,40437,OERK,King Khaled Intl Arpt ,Middle_East,OERK,RIYADH/KING KHALID,,SD,612,24.93,N,46.72,E
327,40706,OITT,Tabriz ,Middle_East,OITT,TABRIZ(IRAN-AB/CIV,,IR,1361,38.08,N,46.28,E
328,40754,OIII,Tehran-Mehrabad ,Middle_East,OIII,TEHRAN/MEHRABAD AF,,IR,1191,35.68,N,51.35,E
329,40809,OIMB,Birjand ,Middle_East,OIMB,BIRJAND,,IR,1491,32.87,N,59.2,E
330,40841,OIKK,Kerman ,Middle_East,OIKK,KERMAN,,IR,1754,30.25,N,56.97,E
331,41024,OEJN,Jeddah (King Abdul Aziz) ,Middle_East,OEJN,JEDDAH/ABDUL AZIZ,,SD,12,21.67,N,39.15,E
332,41112,OEAB,Abha ,Middle_East,OEAB,ABHA,,SD,2084,18.23,N,42.65,E
333,41217,OMAA,Abu Dhabi Inter Arpt ,Middle_East,OMAA,ABU DHABI INTL,,ER,27,24.43,N,54.65,E
334,93112,NZWP,Whenuapai ,New_Zealand,NZWP,WHENUAPAI (NZ-AFB),,NZ,27,36.78,S,174.63,E
335,93417,NZPP,Paraparaumu Aerodrome ,New_Zealand,NZPP,PARAPARAUMU AERO,,NZ,12,40.9,S,174.98,E
336,93844,NZNV,Invercargill Aerodrome ,New_Zealand,NZNV,INVERCARGILL AERO,,NZ,1,46.42,S,168.33,E
337,4220,BGEM,Aasiaat (Egedesminde) ,North_America,BGEM,EGEDESMINDE/AUSIAT,,GL,41,68.7,N,52.85,W
338,4270,BGBW,Narsarsuaq ,North_America,BGBW,NARSARSSUAK,,GL,26,61.18,N,45.42,W
339,4360,BGAM,Tasiilaq (Ammassalik) ,North_America,BGAM,ANGMAGSSALIK,,GL,52,65.6,N,37.63,W
340,32618,,"Nikolskoe, HA",North_America,,NIKOLSKOE/BERINGA,HA,RU,6,55.2,N,165.98,E
341,70026,PABR,"Barrow/W. Post W.Rogers, AK ",North_America,PBRW,BARROW/POST-ROG,AK,US,3,71.3,N,156.78,W
342,70133,PAOT,"Kotzebue, Ralph Wien, AK ",North_America,POTZ,KOTZEBUE,AK,US,6,66.87,N,162.63,W
343,70200,PAOM,"Nome, AK ",North_America,POME,NOME,AK,US,6,64.5,N,165.43,W
